submission_id,age,answer,category,comments,correct_response,education,experiment_duration,experiment_end_time,experiment_start_time,explanation,gender,itemName,languages,responseTime,settingName,trialNr,trial_type
255,36,Both iguanas and chameleons are from the reptile family and of similar size and shape. Turtles are aquatic reptiles that are larger and have a hard shell which chameleons and iguanas do not have. Lions are from the mammal family and have fur.,features,,main,Graduated College,744145,1738258782118,1738258037973,"I'm sorry, we don't have a chameleon. We have iguanas.",female,zoo-reptiles,English,110312,zoo,5,main
257,41,"Kayaks are the most similar to canoes out of all of the options. Unlike teh other two options, you paddle in both canoes and kayaks. In addition, they are similarly sized boats. ",features,,main,Graduated College,489965,1738259241022,1738258751057,"I'm sorry, we don't have canoes. We have kayaks.",other,waterSport-muscle,English,83635,waterSport,2,main
257,41,"Netflix has movies. Xbox is for playing video games and Monopoly is a board game. While it does not include tv series like Netflix, movies is the option that is most closely related to what you would find on Netflix. ",features,,main,Graduated College,489965,1738259241022,1738258751057,"I'm sorry, we don't have Netflix. We have some movies.",other,friendsActivities-videoEntertainment,English,111795,friendsActivities,4,main
257,41,"Iguanas are lizards just like chameleons.  While turtles are also reptiles like Iguanas and chameleons, the iguana is the most closely related to chameleons. ",similarity,,main,Graduated College,489965,1738259241022,1738258751057,"I'm sorry, we don't have a chameleon. We have iguanas.",other,zoo-reptiles,English,92844,zoo,5,main
259,49,Because that is the next best option available to the customer at the time. ,similarity,,main,Graduated High-school,335728,1738260891010,1738260555282,"I'm sorry, we don't have a single room in a five-star hotel. We have a suite in a four-star hotel.",female,bookingAgency-highClassAccommodation,English,64998,bookingAgency,1,main
259,49,"She mentions having an oil painting, as the next best option to watercolour",similarity,,main,Graduated High-school,335728,1738260891010,1738260555282,"I'm sorry, we don't have watercolor paintings. We have an oil painting.",female,interior-deco,English,44695,interior,3,main
259,49,"A gerbil is a similar pet as a hamster, so they offer this option instead",similarity,,main,Graduated High-school,335728,1738260891010,1738260555282,"I'm sorry, we don't have hamsters. We have gerbils.",female,petAdoption-hamster,English,38930,petAdoption,4,main
259,49,A club event with a hip hop Dj may appeal in the same way as a club event with electronic music,similarity,,main,Graduated High-school,335728,1738260891010,1738260555282,"I'm sorry, we don't have a club event with electronic music. We have a club event with a hip hop DJ.",female,touristInfo-clubbing,English,46759,touristInfo,5,main
166,32,Sculpture ,,,sculpture,Higher degree,304059,1736121693839,1736121389780,NA,female,art-drawing,English,21574,art,1,main
167,31,teacher,,,teacher,Higher degree,445548,1736121862451,1736121416903,NA,male,jobCenter-engineer,English,34457,jobCenter,5,main
168,61,sculpture ,,,sculpture,Graduated College,340454,1736121861173,1736121520719,NA,female,art-drawing,English ,29847,art,4,main
169,40,Teacher,,,teacher,Graduated College,457768,1736121908295,1736121450527,NA,female,jobCenter-office,English,36583,jobCenter,4,main
170,19,"""No sir, we do not have an open accountant job. We do have other positions such as a manager assistant or a bookkeeper, would you be interested in any of these?"" teacher",,:D,teacher,Did not graduate High-school,548189,1736121930993,1736121382804,NA,female,jobCenter-office,english,80590,jobCenter,4,main
171,38,motorcycle,,thank you,motorcycle,Higher degree,565126,1736120707660,1736120142534,NA,female,carRental-fun,english,44867,carRental,3,main
172,50,sculpture,,,sculpture,Graduated College,615232,1736122010984,1736121395752,NA,other,art-drawing,English ,55505,art,5,main
174,19,sculpture ,,,sculpture,Graduated College,644491,1736123053399,1736122408908,NA,female,art-drawing,"English, Creole, French",21058,art,3,main
175,68,Sculpture ,,Very interesting premise.,sculpture,Graduated High-school,2396466,1736123861623,1736121465157,NA,female,art-painting,English ,49411,art,1,main
176,22,"motorcycle

The employee would likely respond by saying something like, “Sorry, we don’t have a Porsche, but we have a Ferrari, a BMW convertible, and a delivery truck.” This makes sense because the young man asked about a specific car, but since it’s unavailable, the employee offers other available options that might interest him.",,,motorcycle,Graduated High-school,497510,1736125730109,1736125232599,NA,male,carRental-fun,English ,63888,carRental,3,main
221,21,sculpture,,,sculpture,Graduated High-school,288828,1738256948385,1738256659557,NA,female,art-painting,english,27772,art,2,main
222,38,London,,,London,Higher degree,279824,1738257062063,1738256782239,NA,female,airport-usa,English,17232,airport,4,main
223,40,sculpture,,,sculpture,Graduated High-school,447325,1738257063354,1738256616029,NA,male,art-drawing,English ,24104,art,4,main
224,18,teacher,,,teacher,Higher degree,303956,1738257122311,1738256818355,NA,female,jobCenter-engineer,English,12505,jobCenter,4,main
225,32,Sculpture ,,,sculpture,Higher degree,375086,1738257212981,1738256837895,NA,female,art-painting,English ,30806,art,5,main
226,69,motorcycle,,,motorcycle,Higher degree,215875,1738257271688,1738257055813,NA,male,carRental-fun,English,26157,carRental,1,main
227,65,Teacher,,,teacher,Graduated High-school,332878,1738257441256,1738257108378,NA,female,jobCenter-engineer,English,14875,jobCenter,3,main
228,27,London,,,London,Graduated College,266496,1738257476411,1738257209915,NA,female,airport-usa,english,12848,airport,1,main
229,54,classic,,,classic,Graduated College,516800,1738257481168,1738256964368,NA,female,music-softrock,English ,29596,music,5,main
235,61,motorcycle,,,motorcycle,Higher degree,582090,1738257751370,1738257169280,NA,female,carRental-fun,English,16790,carRental,2,main
230,27,London,,,London,Graduated College,623642,1738257518114,1738256894472,NA,female,airport-usa,english urdu,14761,airport,3,main
231,38,sculpture,,,sculpture,Graduated High-school,470007,1738257540742,1738257070735,NA,female,art-painting,english,24175,art,3,main
232,37,London.,,,London,Higher degree,249284,1738257547883,1738257298599,NA,male,airport-europe-UPDATED,English ,13756,airport,2,main
233,47,classic,,,classic,Higher degree,337377,1738257661732,1738257324355,NA,male,music-hardrock,English,16388,music,4,main
234,23,classic,,,classic,Higher degree,340163,1738257681042,1738257340879,NA,female,music-hardrock,English,10905,music,4,main
236,41,teacher,,,teacher,Graduated High-school,435522,1738257846903,1738257411381,NA,female,jobCenter-engineer,English,20568,jobCenter,1,main
241,60,sculpture,,,sculpture,Graduated High-school,623289,1738257972135,1738257348846,NA,female,art-drawing,English,13672,art,1,main
237,52,classic,,,classic,Graduated College,311652,1738257863024,1738257551372,NA,female,music-hardrock,English,38721,music,3,main
246,62,teacher,,,teacher,Graduated High-school,656580,1738258137866,1738257481286,NA,other,jobCenter-engineer,English,27529,jobCenter,5,main
238,22,teacher,,,teacher,Graduated College,233283,1738257864471,1738257631188,NA,female,jobCenter-engineer,English,10768,jobCenter,4,main
239,24,sculpture,,,sculpture,Graduated College,555793,1738257891040,1738257335247,NA,male,art-drawing,English,14503,art,2,main
240,52,sculpture,,,sculpture,Graduated High-school,261066,1738257918568,1738257657502,NA,male,art-painting,English,43824,art,3,main
249,57,London,,,London,Graduated High-school,844720,1738258193935,1738257349215,NA,male,airport-europe-UPDATED,English,21064,airport,3,main
250,35,Motorcycle,,,motorcycle,Graduated College,484913,1738258197632,1738257712719,NA,female,carRental-moving,English ,16741,carRental,3,main
242,30,motorcycle,,,motorcycle,Higher degree,566016,1738258041096,1738257475080,NA,female,carRental-moving,English,18394,carRental,4,main
245,28,motorcycle,,,motorcycle,Graduated College,423480,1738258073704,1738257650224,NA,male,carRental-moving,English,15633,carRental,1,main
248,35,teacher,,,teacher,Graduated High-school,550371,1738258173585,1738257623214,NA,female,jobCenter-office,english,51186,jobCenter,3,main
243,48,teacher,,,teacher,Higher degree,384417,1738258049521,1738257665104,NA,male,jobCenter-engineer,English,19334,jobCenter,1,main
244,64,classic,,Interesting! In the attention check question I was unsure whether you wanted the word and an explanation.,classic,Higher degree,613586,1738258077482,1738257463896,NA,female,music-softrock,English,38640,music,2,main
247,77,sculpture,,,sculpture,Graduated High-school,429776,1738258157431,1738257727655,NA,female,art-painting,english,24156,art,5,main
251,31,classic,,,classic,Higher degree,1291783,1738258261927,1738256970144,NA,female,music-hardrock,English,22773,music,2,main
252,53,Sculpture,,,sculpture,Graduated College,784416,1738258464630,1738257680214,NA,female,art-drawing,English,85291,art,1,main
253,35,teacher,,,teacher,Higher degree,350059,1738258567709,1738258217650,NA,male,jobCenter-engineer,English,76095,jobCenter,5,main
254,40,London,,Interesting study - Thank you,London,Graduated College,1329058,1738258601470,1738257272412,NA,female,airport-usa,English,15155,airport,2,main
255,36,London,,,London,Graduated College,744145,1738258782118,1738258037973,NA,female,airport-europe-UPDATED,English,21481,airport,1,main
256,61,classic,,,classic,Graduated High-school,1222653,1738258898499,1738257675846,NA,male,music-softrock,English,35825,music,5,main
257,41,London,,,London,Graduated College,489965,1738259241022,1738258751057,NA,other,airport-europe-UPDATED,English,17474,airport,3,main
258,67,London,,,London,Did not graduate High-school,1074220,1738260076874,1738259002654,NA,male,airport-usa,British,43215,airport,3,main
259,49,classic,,,classic,Graduated High-school,335728,1738260891010,1738260555282,NA,female,music-softrock,English,17950,music,2,main
260,53,classic,,Thanks!,classic,Graduated College,855621,1738261729845,1738260874224,NA,male,music-hardrock,English,30417,music,5,main
