submission_id,age,comments,correct_response,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,responseTime,settingName,trialNr,trial_type,itemName,answer,response_option,option_category,category,vignette_start,vignette_continuation,question,taciturn,answer_template,itemQuestion,competitor,sameCategory,otherCategory,character_template
4632,69,NA,main,Graduated High-school,208141,1672165879722,1672165671581,female,English,29952,dutyFree,5,main,dutyFree-smokes,"NO, I'm sorry I only have cigarettes.",cigarettes,competitor,competitor,You are on an old-fashioned international flight. The flight attendants are selling duty-free items to passengers. The flight attendants currently have the following items on offer:,"\n\nAs a flight attendant walks by, a passenger asks:",Do you sell cigars?,"I'm sorry, we don’t sell cigars.",We sell *.,cigars,cigarettes,gin,gingerbread,The flight attendant replies:
4677,33,an actual enjoyable survey. thanks! :),main,Graduated College,332258,1672171893603,1672171561345,other,English,74771,bookingAgency,1,main,bookingAgency-highClassAccommodation,"no, I'm sorry, that is not available, but we do have a four star hotel option open.",four-star hotel,competitor,competitor,You are in a travel booking agency in a medium-sized tourist town. The following types of accommodation are still available for tomorrow night:,\n\nAn older man walks in and asks the agent:,Is a single room in a five-star hotel available for tomorrow night?,"I'm sorry, there is no single room in a five-star hotel available for tomorrow night.",There is *.,a single room in a five-star hotel,a suite in a four-star hotel,an expensive apartment close to the city,a room in a cheap bed-and-breakfast,The agent replies:
4647,43,NA,main,Graduated College,120215,1672168597056,1672168476841,male,English,16424,interior,3,main,interior-green,"No, only agave plant.",agave,competitor,competitor,Your aunt likes to decorate the house and often crafts decorations herself. She often gives away crafts and plants to friends and family. Your aunt currently has,\n\nA friend just moved and wants to get something to decorate her new apartment. She visits your aunt and asks her:,Do you have an aloe vera plant?,"I'm sorry, I don’t have an aloe vera.",I have *.,an aloe vera plant,an agave plant,tulips,an oil painting,Your aunt replies:
4711,38,NA,main,Graduated College,171437,1672240296548,1672240125111,male,English,28266,bar,2,main,bar-whiteWine,"No, our wine choice is Chardonnay",Chardonnay,competitor,competitor,You are at a hotel bar. The bar serves only,\n\nA woman walks in. She says to the bartender:,Do you have Sauvignon Blanc?,"I'm sorry, we don't have Sauvignon Blanc today.",We have *.,Sauvignon Blanc,Chardonnay,craft beer,iced coffee,The bartender replies:
4657,62,Nothing to add.,main,Graduated College,307308,1672168785168,1672168477860,male,English,54506,petAdoption,5,main,petAdoption-hamster,"No, sorry, but we do have gerbils if you're open to another type of small pet.",gerbil,competitor,competitor,You are at an adoption center for rescued animals. Currently there are the following animals at the center:,\n\nA family comes in and asks an employee:,Do you have any hamsters?,"I'm sorry, we don’t have any hamsters.",We have *.,hamsters,gerbils,ferrets,golden retrievers,The employee replies:
4702,54,NA,main,Graduated College,432511,1672237346494,1672236913983,male,English,71306,bar,1,main,bar-tea,"No, sorry, we do not, but we do have iced coffee.",iced coffee,competitor,competitor,You are a bartender in a hotel bar. The bar serves only,\n\nA woman walks in. She says to the bartender:,Do you have iced tea?,"I'm sorry, we don't have iced tea today.",We have *.,iced tea,iced coffee,soda,Chardonnay,The bartender replies:
4651,60,NA,main,Graduated High-school,201156,1672168679852,1672168478696,male,English,30234,dutyFree,2,main,dutyFree-smokes,"No, sorry. Cigarettes though, would you like those instead?",cigarettes,competitor,competitor,You are on an old-fashioned international flight. The flight attendants are selling duty-free items to passengers. The flight attendants currently have the following items on offer:,"\n\nAs a flight attendant walks by, a passenger asks:",Do you sell cigars?,"I'm sorry, we don’t sell cigars.",We sell *.,cigars,cigarettes,gin,gingerbread,The flight attendant replies:
4655,38,NA,main,Higher degree,281556,1672168763309,1672168481753,female,English,37165,gymActivities,3,main,gym-yoga,"No, the closest we offer is Pilates- you should give it a try",pilates,competitor,competitor,You are at the reception desk of a gym. The gym currently offers,\n\nA woman walks in and asks the receptionist:,Do you offer yoga classes?,"I’m sorry, we don’t have yoga.",We have *.,yoga classes,a pilates class,zumba classes,kickboxing,The receptionist replies:
4605,23,NA,main,Graduated College,247064,1672163430843,1672163183779,female,English,95905,bookingAgency,2,main,bookingAgency-highClassAccommodation,"No, there are no single rooms in any five-star hotels available. The closest to this is a suite in a four-star hotel.",four-star hotel,competitor,competitor,You are in a travel booking agency in a medium-sized tourist town. The following types of accommodation are still available for tomorrow night:,\n\nAn older man walks in and asks the agent:,Is a single room in a five-star hotel available for tomorrow night?,"I'm sorry, there is no single room in a five-star hotel available for tomorrow night.",There is *.,a single room in a five-star hotel,a suite in a four-star hotel,an expensive apartment close to the city,a room in a cheap bed-and-breakfast,The agent replies:
4765,35,NA,main,Graduated College,205041,1672244285138,1672244080097,male,English,48639,touristInfo,4,main,touristInfo-clubbing,"no, there is a hip-hop dj though",hip hop DJ,competitor,competitor,You are at a tourist office in a medium-sized tourist town. Today the following events are happening:,\n\nA young woman walks in and asks the consultant:,Is there a club event with electronic music today?,"I'm sorry, there is no club event with electronic music today.",There is *.,a club event with electronic music,a club event with a hip hop DJ,live jazz music,a circus show,The consultant replies:
4694,25,i enjoyed this id like to do more like this,main,Graduated High-school,213829,1672237113708,1672236899879,female,English,33920,electronics,1,main,electronics-laptop,"no, unfortunatley we only have a Macbook Air in stock at the moment",MacBook Air,competitor,competitor,You are at a second hand electronics store. The store currently has,\n\nA young man walks in and asks the sales assistant:,Do you have a MacBook Pro?,"I’m sorry, we don’t have a MacBook Pro.",We have *.,a MacBook Pro,a MacBook Air,a desktop computer,an Xbox,The sales assistant replies:
4650,47,NA,main,Higher degree,202445,1672168673782,1672168471337,female,English,33765,gymActivities,5,main,gym-boxing,"No, we do kickboxing if that is of interest?",kickboxing,competitor,competitor,You are at the reception desk of a gym. The gym currently offers,\n\nA woman walks in and asks the receptionist:,Do you offer boxing classes?,"I’m sorry, we don’t have boxing.",We have *.,boxing classes,kickboxing classes,karate classes,pilates,The receptionist replies:
4683,43,NA,main,Higher degree,101490,1672172196659,1672172095169,female,english,12035,gymActivities,2,main,gym-boxing,"no, we do kickboxing.",kickboxing,competitor,competitor,You are at the reception desk of a gym. The gym currently offers,\n\nA woman walks in and asks the receptionist:,Do you offer boxing classes?,"I’m sorry, we don’t have boxing.",We have *.,boxing classes,kickboxing classes,karate classes,pilates,The receptionist replies:
4658,63,NA,main,Graduated High-school,303596,1672168787421,1672168483825,male,English,64316,interior,5,main,interior-deco,"No, we don't have any watercolour paintings but we do have oil paintings, if you would like to take a look.",oil painting,competitor,competitor,Your aunt likes to decorate the house and often crafts decorations herself. She often gives away crafts and plants to friends and family. Your aunt currently has,\n\nA friend just moved and wants to get something to decorate her new apartment. She visits your aunt and asks her:,Do you have watercolour paintings?,"I'm sorry, I don’t have watercolor paintings.",I have *.,watercolor paintings,an oil painting,some printed photographs,an agave plant,Your aunt replies:
4765,35,NA,main,Graduated College,205041,1672244285138,1672244080097,male,English,22881,petAdoption,5,main,petAdoption-hamster,"No, we have gerbils",gerbil,competitor,competitor,You are at an adoption center for rescued animals. Currently there are the following animals at the center:,\n\nA family comes in and asks an employee:,Do you have any hamsters?,"I'm sorry, we don’t have any hamsters.",We have *.,hamsters,gerbils,ferrets,golden retrievers,The employee replies:
4739,38,NA,main,Graduated College,511041,1672240637108,1672240126067,female,English,24101,petAdoption,5,main,petAdoption-hamster,"No, we have gerbils though which are similar to hamsters.",gerbil,competitor,competitor,You are at an adoption center for rescued animals. Currently there are the following animals at the center:,\n\nA family comes in and asks an employee:,Do you have any hamsters?,"I'm sorry, we don’t have any hamsters.",We have *.,hamsters,gerbils,ferrets,golden retrievers,The employee replies:
4655,38,NA,main,Higher degree,281556,1672168763309,1672168481753,female,English,34924,electronics,4,main,electronics-laptop,"No, we only have the MacBook Air at the moment.",MacBook Air,competitor,competitor,You are at a second hand electronics store. The store currently has,\n\nA young man walks in and asks the sales assistant:,Do you have a MacBook Pro?,"I’m sorry, we don’t have a MacBook Pro.",We have *.,a MacBook Pro,a MacBook Air,a desktop computer,an Xbox,The sales assistant replies:
4637,56,NA,main,Higher degree,293013,1672166014283,1672165721270,male,English,41909,books,5,main,books-romance,"No, would french love letters be of any interest?",French love letters,competitor,competitor,You are at a bookshop in a small town. The shop currently has,\n\nA student walks in and asks the cashier:,Do you have a book of love poems?,"I’m sorry, we don’t have love poems.",We sell *.,love poems,books of French love letters,historical dramas,mystery novels,The cashier replies:
4631,56,All good!,main,Graduated College,180499,1672165849506,1672165669007,male,English,41232,bar,4,main,bar-tea,"No,sorry, but we do have iced coffee, if you’d like that.",iced coffee,competitor,competitor,You are a bartender in a hotel bar. The bar serves only,\n\nA woman walks in. She says to the bartender:,Do you have iced tea?,"I'm sorry, we don't have iced tea today.",We have *.,iced tea,iced coffee,soda,Chardonnay,The bartender replies:
4649,41,NA,main,Higher degree,190399,1672168663366,1672168472967,male,english,53304,interior,5,main,interior-deco,no. but I have an oil painting,oil painting,competitor,competitor,Your aunt likes to decorate the house and often crafts decorations herself. She often gives away crafts and plants to friends and family. Your aunt currently has,\n\nA friend just moved and wants to get something to decorate her new apartment. She visits your aunt and asks her:,Do you have watercolour paintings?,"I'm sorry, I don’t have watercolor paintings.",I have *.,watercolor paintings,an oil painting,some printed photographs,an agave plant,Your aunt replies:
4649,41,NA,main,Higher degree,190399,1672168663366,1672168472967,male,english,22039,petAdoption,1,main,petAdoption-hamster,no. but we have gerbils,gerbil,competitor,competitor,You are at an adoption center for rescued animals. Currently there are the following animals at the center:,\n\nA family comes in and asks an employee:,Do you have any hamsters?,"I'm sorry, we don’t have any hamsters.",We have *.,hamsters,gerbils,ferrets,golden retrievers,The employee replies:
4643,60,NA,main,Graduated College,678649,1672166354788,1672165676139,male,English,148032,interior,4,main,interior-deco,No. I have oil paintings though. Would you like to have a look at them ? I painted them myself.,oil painting,competitor,competitor,Your aunt likes to decorate the house and often crafts decorations herself. She often gives away crafts and plants to friends and family. Your aunt currently has,\n\nA friend just moved and wants to get something to decorate her new apartment. She visits your aunt and asks her:,Do you have watercolour paintings?,"I'm sorry, I don’t have watercolor paintings.",I have *.,watercolor paintings,an oil painting,some printed photographs,an agave plant,Your aunt replies:
4669,32,NA,main,Graduated College,166429,1672171749381,1672171582952,female,English,36004,books,2,main,books-romance,No. We have a book of french love letters,French love letters,competitor,competitor,You are at a bookshop in a small town. The shop currently has,\n\nA student walks in and asks the cashier:,Do you have a book of love poems?,"I’m sorry, we don’t have love poems.",We sell *.,love poems,books of French love letters,historical dramas,mystery novels,The cashier replies:
4669,32,NA,main,Graduated College,166429,1672171749381,1672171582952,female,English,24381,electronics,4,main,electronics-laptop,No. We have a MacBook Air,MacBook Air,competitor,competitor,You are at a second hand electronics store. The store currently has,\n\nA young man walks in and asks the sales assistant:,Do you have a MacBook Pro?,"I’m sorry, we don’t have a MacBook Pro.",We have *.,a MacBook Pro,a MacBook Air,a desktop computer,an Xbox,The sales assistant replies:
4737,69,NA,main,Graduated College,415692,1672240553259,1672240137567,male,English,52095,bar,4,main,bar-tea,No…..but I have some iced coffee which is the best in town….you will love it.,iced coffee,competitor,competitor,You are a bartender in a hotel bar. The bar serves only,\n\nA woman walks in. She says to the bartender:,Do you have iced tea?,"I'm sorry, we don't have iced tea today.",We have *.,iced tea,iced coffee,soda,Chardonnay,The bartender replies:
4737,69,NA,main,Graduated College,415692,1672240553259,1672240137567,male,English,60232,gymActivities,3,main,gym-boxing,No….but we have some great kickboxing classes that I think you will love.,kickboxing,competitor,competitor,You are at the reception desk of a gym. The gym currently offers,\n\nA woman walks in and asks the receptionist:,Do you offer boxing classes?,"I’m sorry, we don’t have boxing.",We have *.,boxing classes,kickboxing classes,karate classes,pilates,The receptionist replies:
4616,27,NA,main,Higher degree,132469,1672164859766,1672164727297,female,NA,21221,cafe,5,main,cafe-pie,"Not a cake, but we have raspberry pie.",raspberry pie,competitor,competitor,You are in a café. Today the café has,\n\nA customer asks the waiter:,Do you have raspberry cake?,"I'm sorry, we don't have raspberry cake today.",We have *.,raspberry cake,raspberry pie,chocolate cookies,cheese pizza,The waiter replies:
4722,76,NA,main,Graduated College,221967,1672240350422,1672240128455,female,English,40644,touristInfo,4,main,touristInfo-childTheatre,Not a theatre performance but they will love the Circus which starts shortly,circus,competitor,competitor,You are at a tourist office in a medium-sized tourist town. Today the following events are happening:,\n\nA young woman walks in and asks the consultant:,Is there a theatre performance for children today?,"I'm sorry, there is no theatre performance for children today.",There is *.,a theatre performance for children,a circus show,a trade fare,a club event with a hip hop DJ,The consultant replies:
4640,62,NA,main,Graduated High-school,444611,1672166112109,1672165667498,male,English,63969,touristInfo,5,main,touristInfo-clubbing,not today however i can get you into a hip hop session.,hip hop DJ,competitor,competitor,You are at a tourist office in a medium-sized tourist town. Today the following events are happening:,\n\nA young woman walks in and asks the consultant:,Is there a club event with electronic music today?,"I'm sorry, there is no club event with electronic music today.",There is *.,a club event with electronic music,a club event with a hip hop DJ,live jazz music,a circus show,The consultant replies:
4721,27,NA,main,Higher degree,222618,1672240345239,1672240122621,female,"English, French",32032,interior,5,main,interior-deco,Not watercolour but I do have an oil painting if that interests you,oil painting,competitor,competitor,Your aunt likes to decorate the house and often crafts decorations herself. She often gives away crafts and plants to friends and family. Your aunt currently has,\n\nA friend just moved and wants to get something to decorate her new apartment. She visits your aunt and asks her:,Do you have watercolour paintings?,"I'm sorry, I don’t have watercolor paintings.",I have *.,watercolor paintings,an oil painting,some printed photographs,an agave plant,Your aunt replies:
4721,27,NA,main,Higher degree,222618,1672240345239,1672240122621,female,"English, French",46511,touristInfo,4,main,touristInfo-clubbing,"Not with electronic music, but there is a club event with a hip hop DJ",hip hop DJ,competitor,competitor,You are at a tourist office in a medium-sized tourist town. Today the following events are happening:,\n\nA young woman walks in and asks the consultant:,Is there a club event with electronic music today?,"I'm sorry, there is no club event with electronic music today.",There is *.,a club event with electronic music,a club event with a hip hop DJ,live jazz music,a circus show,The consultant replies:
4654,53,NA,main,Higher degree,262809,1672168750445,1672168487636,male,English,41159,waterSport,4,main,waterSport-muscle,"Oh yes, we have wonderful kayaks",kayak,competitor,competitor,You are at a water sports rental agency in a popular tourist region with a large lake for different types of water sports. The agency offers,\n\nA customer calls on the phone and asks the agent:,Do you rent canoes?,"I'm sorry, we don’t rent canoes.",We rent *.,canoes,kayaks,pedal boats,water ski equipment,The agent replies:
4652,36,NA,main,Graduated High-school,217810,1672168701395,1672168483585,female,"english, welsh",35979,interior,2,main,interior-deco,"only oil, want to take a look?",oil painting,competitor,competitor,Your aunt likes to decorate the house and often crafts decorations herself. She often gives away crafts and plants to friends and family. Your aunt currently has,\n\nA friend just moved and wants to get something to decorate her new apartment. She visits your aunt and asks her:,Do you have watercolour paintings?,"I'm sorry, I don’t have watercolor paintings.",I have *.,watercolor paintings,an oil painting,some printed photographs,an agave plant,Your aunt replies:
4670,33,NA,main,Graduated College,170482,1672171760039,1672171589557,male,English,53733,cafe,1,main,cafe-pizza,Our only vegi pizza the cheese pizza,cheese,competitor,competitor,You are in a café. Today the café has,\n\nA customer asks the waiter:,Do you have veggie pizza?,"I'm sorry, we don't have veggie pizza today.",We have *.,veggie pizza,cheese pizza,pepperoni pizza,raspberry pie,The waiter replies:
4756,26,NA,main,Graduated College,227328,1672243962813,1672243735485,female,English,29308,books,5,main,books-fantasy,"Sadly not, we do have an excellent selection of mystery novels available though - would that interest you?",mystery,competitor,competitor,You are at a bookshop in a small town. The shop currently has,\n\nA student walks in and asks the cashier:,Do you sell psychological thrillers?,"I’m sorry, we don’t sell psychological thrillers.",We sell *.,psychological thrillers,mystery novels,adventure novels,books of French love letters,The cashier replies:
4694,25,i enjoyed this id like to do more like this,main,Graduated High-school,213829,1672237113708,1672236899879,female,English,35903,bar,5,main,bar-whiteWine,sadly we have no sauvignon blanc in at the moment but we do offer a lovely chardonnay,Chardonnay,competitor,competitor,You are at a hotel bar. The bar serves only,\n\nA woman walks in. She says to the bartender:,Do you have Sauvignon Blanc?,"I'm sorry, we don't have Sauvignon Blanc today.",We have *.,Sauvignon Blanc,Chardonnay,craft beer,iced coffee,The bartender replies:
4757,57,NA,main,Graduated College,233601,1672243964113,1672243730512,female,English,36709,zoo,2,main,zoo-xl,Shall we go and look at the lion? That’s the closest thing to a tiger they have here today.,lion,competitor,competitor,You and a group of friends are at the zoo today. You all carefully studied the map of the zoo and saw that there is,\n\nOne friend with an eight-year-old kid arrives late. The kid runs up to one of your friend impatiently and asks:,Can we see the tiger?,"I’m sorry, they don’t have a tiger here.",They have *.,a tiger,a lion,a giraffe,iguanas,Your friend replies:
4762,66,NA,main,Higher degree,393355,1672244129375,1672243736020,male,English,98638,books,3,main,books-fantasy,Sorry no but I do have some mystery novels if they would be any good,mystery,competitor,competitor,You are at a bookshop in a small town. The shop currently has,\n\nA student walks in and asks the cashier:,Do you sell psychological thrillers?,"I’m sorry, we don’t sell psychological thrillers.",We sell *.,psychological thrillers,mystery novels,adventure novels,books of French love letters,The cashier replies:
4697,57,NA,main,Graduated College,291393,1672237238869,1672236947476,male,English,34658,bar,4,main,bar-tea,"Sorry no iced tea, but our iced coffee is really popular",iced coffee,competitor,competitor,You are a bartender in a hotel bar. The bar serves only,\n\nA woman walks in. She says to the bartender:,Do you have iced tea?,"I'm sorry, we don't have iced tea today.",We have *.,iced tea,iced coffee,soda,Chardonnay,The bartender replies:
4745,32,NA,main,Higher degree,1448945,1672241577263,1672240128318,male,English,88773,touristInfo,5,main,touristInfo-childTheatre,Sorry no theater performance for children today. There is a circus show if you are interested,circus,competitor,competitor,You are at a tourist office in a medium-sized tourist town. Today the following events are happening:,\n\nA young woman walks in and asks the consultant:,Is there a theatre performance for children today?,"I'm sorry, there is no theatre performance for children today.",There is *.,a theatre performance for children,a circus show,a trade fare,a club event with a hip hop DJ,The consultant replies:
4736,27,NA,main,Graduated High-school,420516,1672240544516,1672240124000,male,English,60201,electronics,2,main,electronics-laptop,"Sorry no, we don't. we only have a MacBook Air",MacBook Air,competitor,competitor,You are at a second hand electronics store. The store currently has,\n\nA young man walks in and asks the sales assistant:,Do you have a MacBook Pro?,"I’m sorry, we don’t have a MacBook Pro.",We have *.,a MacBook Pro,a MacBook Air,a desktop computer,an Xbox,The sales assistant replies:
4634,69,NA,main,Did not graduate High-school,227212,1672165893433,1672165666221,male,English,38591,petAdoption,5,main,petAdoption-dogs,Sorry the only dog we have available is golden retrievers,golden retriever,competitor,competitor,You are at an adoption center for rescued animals. Currently there are the following animals at the center:,\n\nA family comes in and asks an employee:,Do you have any Dalmatians?,"I'm sorry, we don’t have any dalmatians.",We have *.,dalmatians,golden retrievers,chihuahuas,gerbils,The employee replies:
4699,58,NA,main,Graduated College,369913,1672237275084,1672236905171,female,English,62735,waterSport,2,main,waterSport-muscle,Sorry we dont but i can offer you a kayak which is very similar.,kayak,competitor,competitor,You are at a water sports rental agency in a popular tourist region with a large lake for different types of water sports. The agency offers,\n\nA customer calls on the phone and asks the agent:,Do you rent canoes?,"I'm sorry, we don’t rent canoes.",We rent *.,canoes,kayaks,pedal boats,water ski equipment,The agent replies:
4627,30,NA,main,Graduated College,169632,1672165773559,1672165603927,male,English,30770,gymActivities,2,main,gym-boxing,Sorry we only offer kickboxing,kickboxing,competitor,competitor,You are at the reception desk of a gym. The gym currently offers,\n\nA woman walks in and asks the receptionist:,Do you offer boxing classes?,"I’m sorry, we don’t have boxing.",We have *.,boxing classes,kickboxing classes,karate classes,pilates,The receptionist replies:
4632,69,NA,main,Graduated High-school,208141,1672165879722,1672165671581,female,English,49439,bar,4,main,bar-whiteWine,"Sorry, but no.  However ,we do have some rather delicious chardonnay",Chardonnay,competitor,competitor,You are at a hotel bar. The bar serves only,\n\nA woman walks in. She says to the bartender:,Do you have Sauvignon Blanc?,"I'm sorry, we don't have Sauvignon Blanc today.",We have *.,Sauvignon Blanc,Chardonnay,craft beer,iced coffee,The bartender replies:
4692,20,NA,main,Graduated High-school,194401,1672237099998,1672236905597,other,English,41057,zoo,1,main,zoo-reptiles,"Sorry, I don't think there are any chameleons! We can go to the igaunas if you want instead?",iguana,competitor,competitor,You and a group of friends are at the zoo today. You all carefully studied the map of the zoo and saw that there is,\n\nOne friend with an eight-year-old kid arrives late. The kid runs up to one of your friend impatiently and asks:,Can we see the chameleon?,"I'm sorry, they don't have chameleons here.",They have *.,a chameleon,iguanas,turtles,a lion,Your friend replies:
4728,46,NA,main,Higher degree,272615,1672240412216,1672240139601,female,english,39195,bar,5,main,bar-tea,"sorry, just iced coffee, would you like some water?",iced coffee,competitor,competitor,You are a bartender in a hotel bar. The bar serves only,\n\nA woman walks in. She says to the bartender:,Do you have iced tea?,"I'm sorry, we don't have iced tea today.",We have *.,iced tea,iced coffee,soda,Chardonnay,The bartender replies:
4724,43,NA,main,Graduated College,238749,1672240365099,1672240126350,female,English,34823,cafe,4,main,cafe-pizza,"Sorry, no veggie pizza today but there is cheese pizza.",cheese,competitor,competitor,You are in a café. Today the café has,\n\nA customer asks the waiter:,Do you have veggie pizza?,"I'm sorry, we don't have veggie pizza today.",We have *.,veggie pizza,cheese pizza,pepperoni pizza,raspberry pie,The waiter replies:
4652,36,NA,main,Graduated High-school,217810,1672168701395,1672168483585,female,"english, welsh",70989,clothing,1,main,clothing-acc,"sorry, unfortunately we're out of stock at this time. Would you be interested in necklaces instead perhaps?",necklace,competitor,competitor,You are at a small designer clothing store. The store currently has the following items in stock:,\n\nA customer comes in and asks the sales assistant:,Do you have any earrings?,"I'm sorry, we don’t have any earrings.",We have *.,earrings,necklaces,sunglasses,shorts,The sales assistant replies:
4735,42,NA,main,Graduated High-school,389836,1672240523325,1672240133489,male,English,25187,gymActivities,4,main,gym-boxing,"Sorry, we do not offer boxing classes. We do, however offer kickboxing classes.",kickboxing,competitor,competitor,You are at the reception desk of a gym. The gym currently offers,\n\nA woman walks in and asks the receptionist:,Do you offer boxing classes?,"I’m sorry, we don’t have boxing.",We have *.,boxing classes,kickboxing classes,karate classes,pilates,The receptionist replies:
4724,43,NA,main,Graduated College,238749,1672240365099,1672240126350,female,English,44089,bar,2,main,bar-tea,"Sorry, we don’t have iced tea, but we do serve a refreshing iced coffee.",iced coffee,competitor,competitor,You are a bartender in a hotel bar. The bar serves only,\n\nA woman walks in. She says to the bartender:,Do you have iced tea?,"I'm sorry, we don't have iced tea today.",We have *.,iced tea,iced coffee,soda,Chardonnay,The bartender replies:
4741,63,All worked fine,main,Graduated High-school,462786,1672240717892,1672240255106,male,English,50083,friendsActivities,1,main,friendsActivities-boardGames,Sure we have scrabble. Lets see who prefers to to Monopoly.,Monopoly,competitor,competitor,"You are at a casual Saturday night get together with your friends at a friend’s house. For activities, the friend prepared",\n\nOne friend asks the host:,Do you have Scrabble?,"I'm sorry, I don't have Scrabble.",I have *.,Scrabble,Monopoly,checkers,some movies,The host replies:
4697,57,NA,main,Graduated College,291393,1672237238869,1672236947476,male,English,49641,zoo,3,main,zoo-reptiles,"The chameleon is hiding, let's go and see if he is in with the iguanas",iguana,competitor,competitor,You and a group of friends are at the zoo today. You all carefully studied the map of the zoo and saw that there is,\n\nOne friend with an eight-year-old kid arrives late. The kid runs up to one of your friend impatiently and asks:,Can we see the chameleon?,"I'm sorry, they don't have chameleons here.",They have *.,a chameleon,iguanas,turtles,a lion,Your friend replies:
4762,66,NA,main,Higher degree,393355,1672244129375,1672243736020,male,English,52171,cafe,5,main,cafe-pizza,the only pizza I have is a cheese pizza if that would do,cheese,competitor,competitor,You are in a café. Today the café has,\n\nA customer asks the waiter:,Do you have veggie pizza?,"I'm sorry, we don't have veggie pizza today.",We have *.,veggie pizza,cheese pizza,pepperoni pizza,raspberry pie,The waiter replies:
4607,60,NA,main,Graduated College,232254,1672163527107,1672163294853,female,English,38855,zoo,3,main,zoo-xl,There aren't any tigers but we could see a lion.,lion,competitor,competitor,You and a group of friends are at the zoo today. You all carefully studied the map of the zoo and saw that there is,\n\nOne friend with an eight-year-old kid arrives late. The kid runs up to one of your friend impatiently and asks:,Can we see the tiger?,"I’m sorry, they don’t have a tiger here.",They have *.,a tiger,a lion,a giraffe,iguanas,Your friend replies:
4706,23,NA,main,Graduated College,119359,1672240253405,1672240134046,male,English,24917,touristInfo,4,main,touristInfo-childTheatre,there is a circus,circus,competitor,competitor,You are at a tourist office in a medium-sized tourist town. Today the following events are happening:,\n\nA young woman walks in and asks the consultant:,Is there a theatre performance for children today?,"I'm sorry, there is no theatre performance for children today.",There is *.,a theatre performance for children,a circus show,a trade fare,a club event with a hip hop DJ,The consultant replies:
4628,25,NA,main,Higher degree,150375,1672165832167,1672165681792,female,English,20435,touristInfo,5,main,touristInfo-childTheatre,There is a circus show,circus,competitor,competitor,You are at a tourist office in a medium-sized tourist town. Today the following events are happening:,\n\nA young woman walks in and asks the consultant:,Is there a theatre performance for children today?,"I'm sorry, there is no theatre performance for children today.",There is *.,a theatre performance for children,a circus show,a trade fare,a club event with a hip hop DJ,The consultant replies:
4695,41,NA,main,Graduated College,250508,1672237158920,1672236908412,male,English,38836,touristInfo,4,main,touristInfo-childTheatre,"There is a circus show today which is suitable for children, but no theatre I'm afraid.",circus,competitor,competitor,You are at a tourist office in a medium-sized tourist town. Today the following events are happening:,\n\nA young woman walks in and asks the consultant:,Is there a theatre performance for children today?,"I'm sorry, there is no theatre performance for children today.",There is *.,a theatre performance for children,a circus show,a trade fare,a club event with a hip hop DJ,The consultant replies:
4731,51,NA,main,Graduated High-school,312396,1672240431558,1672240119162,female,English,62137,touristInfo,2,main,touristInfo-clubbing,There is a club event but it is playing hip hop music should this be of interest to you.,hip hop DJ,competitor,competitor,You are at a tourist office in a medium-sized tourist town. Today the following events are happening:,\n\nA young woman walks in and asks the consultant:,Is there a club event with electronic music today?,"I'm sorry, there is no club event with electronic music today.",There is *.,a club event with electronic music,a club event with a hip hop DJ,live jazz music,a circus show,The consultant replies:
4756,26,NA,main,Graduated College,227328,1672243962813,1672243735485,female,English,48530,touristInfo,1,main,touristInfo-clubbing,"There is a club event today with a hip hop DJ, not electronic music I'm afraid.",hip hop DJ,competitor,competitor,You are at a tourist office in a medium-sized tourist town. Today the following events are happening:,\n\nA young woman walks in and asks the consultant:,Is there a club event with electronic music today?,"I'm sorry, there is no club event with electronic music today.",There is *.,a club event with electronic music,a club event with a hip hop DJ,live jazz music,a circus show,The consultant replies:
4759,39,NA,main,Graduated College,268729,1672243997648,1672243728919,female,English,40245,touristInfo,3,main,touristInfo-clubbing,There is a club event with a hip hop DJ.,hip hop DJ,competitor,competitor,You are at a tourist office in a medium-sized tourist town. Today the following events are happening:,\n\nA young woman walks in and asks the consultant:,Is there a club event with electronic music today?,"I'm sorry, there is no club event with electronic music today.",There is *.,a club event with electronic music,a club event with a hip hop DJ,live jazz music,a circus show,The consultant replies:
4613,30,NA,main,Graduated College,112591,1672164823439,1672164710848,female,English,26191,touristInfo,5,main,touristInfo-clubbing,"There is a club event, but it's with hip hop rather than electronic music.",hip hop DJ,competitor,competitor,You are at a tourist office in a medium-sized tourist town. Today the following events are happening:,\n\nA young woman walks in and asks the consultant:,Is there a club event with electronic music today?,"I'm sorry, there is no club event with electronic music today.",There is *.,a club event with electronic music,a club event with a hip hop DJ,live jazz music,a circus show,The consultant replies:
4703,44,NA,main,Graduated College,896341,1672237798872,1672236902531,male,English,52680,kidsActivities,1,main,kidsActivities-sports,There is an acrobatics class which is similar to activities you would do in a gymnastics class.,acrobatics,competitor,competitor,You are at a children’s summer camp. Today a new group of children arrived. They need to sign up for different activities. The camp offers,\n\nA kid walks up to a teacher and asks:,Is there a gymnastics class?,"I'm sorry, there is no gymnastics class.",There is *.,a gymnastics class,an acrobatics class,a karate class,a watercolor painting class,The teacher replies:
